order_id,order_date,ship_mode,segment,city,state,region,category,sub_category,quantity,discount,sale_price,profit
23,2023-05-06,Standard Class,Corporate,Fremont,Nebraska,Central,Office Supplies,Appliances,7,1.8,58.2,10
24,2023-05-21,Second Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,2,2.8,67.2,10
25,2023-02-24,Standard Class,Consumer,Orem,Utah,West,Furniture,Tables,3,52,988,140
26,2022-06-20,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,2,0.5,9.5,0
27,2022-02-08,Second Class,Consumer,Los Angeles,California,West,Technology,Accessories,3,2.7,87.3,10
28,2023-12-11,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Bookcases,7,92.4,2987.6,340
29,2022-08-21,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2,0.5,9.5,0
30,2022-08-14,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,3,4.8,115.2,20
31,2022-11-20,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,2,0,0,0
32,2023-01-19,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,6,3.6,86.4,20
33,2023-01-30,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,6,0.5,9.5,0
34,2022-06-03,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,2,0.8,19.2,0
35,2022-09-28,Second Class,Home Office,Houston,Texas,Central,Office Supplies,Paper,3,0.9,29.1,0
36,2022-10-30,First Class,Corporate,Richardson,Texas,Central,Technology,Phones,7,55,1045,80
37,2023-07-27,First Class,Corporate,Richardson,Texas,Central,Furniture,Furnishings,5,7.6,182.4,10
38,2023-03-07,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Envelopes,9,2.2,107.8,20
39,2023-08-18,Standard Class,Home Office,Houston,Texas,Central,Furniture,Bookcases,3,10.6,519.4,70
40,2022-01-20,Standard Class,Home Office,Houston,Texas,Central,Furniture,Chairs,3,4.2,205.8,10
41,2023-06-29,Standard Class,Home Office,Houston,Texas,Central,Technology,Phones,4,18.5,351.5,20
42,2022-06-28,Standard Class,Corporate,Naperville,Illinois,Central,Technology,Phones,4,4.5,145.5,10
43,2023-02-09,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,2,4,76,10
44,2023-09-18,Standard Class,Corporate,Melbourne,Florida,South,Office Supplies,Storage,2,4,96,10
45,2022-11-11,First Class,Corporate,Eagan,Minnesota,Central,Technology,Accessories,2,1,49,10
46,2022-05-27,First Class,Corporate,Eagan,Minnesota,Central,Office Supplies,Binders,2,1,19,0
47,2023-02-03,Second Class,Consumer,Westland,Michigan,Central,Office Supplies,Storage,4,8.4,201.6,30
48,2022-02-16,Standard Class,Consumer,Dover,Delaware,East,Technology,Accessories,3,2.5,47.5,0
49,2022-05-06,Standard Class,Consumer,Dover,Delaware,East,Technology,Phones,2,0.8,19.2,0
50,2023-06-18,Standard Class,Consumer,New Albany,Indiana,Central,Office Supplies,Binders,6,1.6,38.4,10
51,2022-01-11,Standard Class,Consumer,New Albany,Indiana,Central,Office Supplies,Labels,6,3.2,76.8,10
52,2023-09-09,Standard Class,Consumer,New Albany,Indiana,Central,Furniture,Furnishings,2,0.4,9.6,0
53,2022-01-31,Standard Class,Consumer,New Albany,Indiana,Central,Furniture,Chairs,1,4.5,85.5,20
54,2023-07-30,Standard Class,Corporate,New York City,New York,East,Office Supplies,Fasteners,7,0.6,19.4,0
55,2023-10-17,Standard Class,Corporate,New York City,New York,East,Technology,Phones,5,41.2,988.8,180
56,2023-07-06,First Class,Consumer,Troy,New York,East,Office Supplies,Storage,6,10.5,199.5,10
57,2023-09-15,First Class,Consumer,Troy,New York,East,Office Supplies,Paper,5,1.5,28.5,0
58,2022-08-09,First Class,Consumer,Troy,New York,East,Furniture,Chairs,5,6.4,313.6,30
59,2022-04-05,First Class,Consumer,Troy,New York,East,Office Supplies,Paper,2,0.4,9.6,0
60,2023-06-24,First Class,Consumer,Troy,New York,East,Technology,Accessories,2,1.5,28.5,10
61,2022-03-10,First Class,Consumer,Troy,New York,East,Office Supplies,Binders,4,1,49,10
62,2023-04-08,First Class,Consumer,Troy,New York,East,Office Supplies,Art,1,0,0,0
63,2023-10-16,Standard Class,Consumer,Los Angeles,California,West,Technology,Accessories,2,0.3,9.7,0
64,2023-08-02,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,6,0.6,29.4,10
65,2022-11-05,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,3,7.5,142.5,20
66,2022-05-06,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,4,1.6,78.4,10
67,2022-03-26,Standard Class,Home Office,Chicago,Illinois,Central,Furniture,Chairs,5,10.5,199.5,30
68,2022-04-10,Standard Class,Corporate,Gilbert,Arizona,West,Office Supplies,Art,8,33.3,1076.7,170
69,2022-08-12,Standard Class,Corporate,Gilbert,Arizona,West,Technology,Phones,4,5.1,164.9,10
70,2022-02-25,First Class,Consumer,Springfield,Virginia,South,Office Supplies,Paper,2,1.6,78.4,10
71,2022-11-29,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,1,0,0,0
72,2022-12-18,Second Class,Consumer,Jackson,Michigan,Central,Office Supplies,Paper,3,0.6,19.4,0
73,2023-03-07,Standard Class,Consumer,Memphis,Tennessee,South,Furniture,Chairs,8,16.6,813.4,40
74,2023-07-12,Standard Class,Consumer,Memphis,Tennessee,South,Furniture,Furnishings,2,3,97,10
75,2022-10-21,Standard Class,Consumer,Memphis,Tennessee,South,Office Supplies,Storage,1,1.4,68.6,10
76,2023-04-17,First Class,Corporate,Houston,Texas,Central,Office Supplies,Binders,3,0,0,0
77,2023-05-20,First Class,Corporate,Houston,Texas,Central,Furniture,Furnishings,3,0.4,9.6,0
78,2023-05-13,First Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,3,0.6,29.4,10
79,2022-10-20,Second Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,5,0.4,19.6,0
80,2023-10-22,First Class,Corporate,Decatur,Alabama,South,Office Supplies,Appliances,1,6.3,203.7,20
81,2022-07-20,First Class,Corporate,Decatur,Alabama,South,Office Supplies,Binders,3,0.4,19.6,0
82,2022-11-16,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,5,0.5,9.5,0
83,2022-11-10,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,1,0.8,19.2,0
84,2022-03-15,Standard Class,Corporate,Durham,North Carolina,South,Office Supplies,Envelopes,7,6,194,20
85,2023-10-03,First Class,Home Office,Chicago,Illinois,Central,Office Supplies,Storage,3,4.6,225.4,20
86,2022-03-20,Second Class,Consumer,Columbia,South Carolina,South,Furniture,Chairs,2,15,285,40
87,2023-12-04,Standard Class,Consumer,Rochester,Minnesota,Central,Technology,Accessories,1,1,19,0
88,2023-11-24,Standard Class,Consumer,Rochester,Minnesota,Central,Office Supplies,Labels,2,0.5,9.5,0
89,2023-12-30,Second Class,Home Office,Houston,Texas,Central,Office Supplies,Storage,7,8,152,20
90,2022-05-23,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,3,0.4,19.6,0
91,2023-04-06,Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,2,1.4,68.6,10
92,2022-03-23,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,1,0.2,9.8,0
93,2023-04-07,Second Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Paper,2,0.2,9.8,0
94,2022-05-13,Second Class,Consumer,Minneapolis,Minnesota,Central,Furniture,Furnishings,3,2.5,47.5,0
95,2022-04-23,Second Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,2,0.9,29.1,10
96,2023-12-17,Standard Class,Home Office,Portland,Oregon,West,Office Supplies,Binders,1,0.2,9.8,0
97,2022-04-28,Second Class,Home Office,New York City,New York,East,Furniture,Furnishings,7,5,95,20
98,2023-06-14,First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,3,2,48,10
99,2023-02-05,Standard Class,Corporate,Saint Paul,Minnesota,Central,Office Supplies,Appliances,6,2.4,77.6,10
100,2023-12-30,Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,7,1.8,58.2,0
101,2022-02-24,Standard Class,Home Office,Chicago,Illinois,Central,Technology,Accessories,3,5,95,20
102,2022-07-25,Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,Binders,3,0,0,0
103,2022-01-14,Second Class,Consumer,Rochester,Minnesota,Central,Office Supplies,Paper,4,0.8,19.2,0
104,2022-12-22,Standard Class,Consumer,Aurora,Colorado,West,Technology,Accessories,6,7.2,232.8,20
105,2022-06-09,Standard Class,Consumer,Aurora,Colorado,West,Furniture,Furnishings,3,5,95,10
106,2023-10-28,Standard Class,Consumer,Aurora,Colorado,West,Office Supplies,Binders,3,2,38,10
107,2022-10-18,Standard Class,Consumer,Charlotte,North Carolina,South,Technology,Accessories,8,3.5,66.5,10
108,2022-11-23,Standard Class,Consumer,Charlotte,North Carolina,South,Technology,Phones,1,0.9,29.1,0
109,2023-10-12,Standard Class,Consumer,Charlotte,North Carolina,South,Office Supplies,Art,1,0,0,0
110,2023-03-17,Standard Class,Home Office,Orland Park,Illinois,Central,Technology,Accessories,5,6.8,333.2,50
111,2023-09-05,Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,2,0.8,39.2,10
112,2022-01-28,Standard Class,Consumer,Urbandale,Iowa,Central,Office Supplies,Art,2,2.4,77.6,10
113,2022-12-26,Standard Class,Consumer,Urbandale,Iowa,Central,Office Supplies,Binders,6,0.9,29.1,0
114,2023-06-06,Second Class,Consumer,Columbus,Ohio,East,Office Supplies,Fasteners,14,0.8,39.2,0
115,2023-11-08,Second Class,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,2,0,0,0
116,2022-11-15,Second Class,Consumer,Columbus,Ohio,East,Office Supplies,Paper,3,0.8,19.2,0
117,2022-06-30,Second Class,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,6,6.5,123.5,10
118,2023-10-27,Standard Class,Consumer,Seattle,Washington,West,Furniture,Tables,3,31.6,758.4,70
119,2023-07-19,nul,Corporate,Bristol,Tennessee,South,Office Supplies,Binders,1,8,152,20
120,2023-03-30,First Class,Consumer,Wilmington,Delaware,East,Furniture,Furnishings,3,1.5,48.5,0
121,2022-03-03,First Class,Consumer,Wilmington,Delaware,East,Office Supplies,Binders,4,0.6,29.4,10
122,2022-10-20,First Class,Consumer,Wilmington,Delaware,East,Office Supplies,Storage,6,4.6,225.4,40
123,2023-01-23,First Class,Consumer,Wilmington,Delaware,East,Office Supplies,Envelopes,9,4.8,115.2,10
124,2023-01-21,First Class,Consumer,Wilmington,Delaware,East,Technology,Phones,7,1.4,68.6,10
125,2023-07-18,Second Class,Home Office,Houston,Texas,Central,Furniture,Chairs,3,18,582,50
126,2023-07-15,Standard Class,Consumer,Bloomington,Illinois,Central,Furniture,Tables,6,24.8,595.2,80
127,2022-07-14,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,2,0,0,0
128,2023-03-30,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Storage,7,9.6,230.4,40
129,2023-09-18,Second Class,Home Office,Los Angeles,California,West,Furniture,Chairs,2,1.6,78.4,10
130,2022-01-03,Second Class,Home Office,Los Angeles,California,West,Furniture,Furnishings,3,9.6,230.4,20
131,2022-07-17,First Class,Corporate,Columbus,Ohio,East,Technology,Phones,5,1.8,58.2,10
132,2022-03-30,First Class,Corporate,Columbus,Ohio,East,Office Supplies,Paper,2,3.2,76.8,0
133,2022-05-01,First Class,Corporate,Columbus,Ohio,East,Office Supplies,Fasteners,9,1,19,0
134,2023-04-29,Standard Class,Consumer,Roseville,California,West,Office Supplies,Paper,3,0.8,19.2,0
135,2022-10-28,Standard Class,Consumer,Roseville,California,West,Office Supplies,Paper,1,2,38,10
136,2022-03-05,Standard Class,Consumer,Roseville,California,West,Office Supplies,Art,4,0.5,9.5,0
137,2022-03-28,Standard Class,Consumer,Roseville,California,West,Office Supplies,Fasteners,2,0,0,0
138,2023-10-16,Standard Class,Consumer,Roseville,California,West,Office Supplies,Binders,3,1.6,78.4,10
139,2022-05-15,Standard Class,Consumer,Roseville,California,West,Office Supplies,Supplies,6,3.5,66.5,10
140,2023-06-06,Standard Class,Consumer,Roseville,California,West,Furniture,Furnishings,14,0.8,39.2,0
141,2022-06-10,Second Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,2,1.6,78.4,20
142,2022-07-22,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Art,3,0.3,9.7,0
143,2023-12-27,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Envelopes,3,0.2,9.8,0
144,2023-11-29,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Paper,3,7,133,10
145,2022-03-19,Standard Class,Consumer,Independence,Missouri,Central,Office Supplies,Appliances,3,16.8,823.2,60
146,2023-06-04,Standard Class,Consumer,Pasadena,California,West,Office Supplies,Storage,7,20.1,649.9,70
147,2023-05-31,Standard Class,Home Office,Newark,Ohio,East,Furniture,Furnishings,4,3.6,86.4,10
148,2022-06-12,Standard Class,Corporate,Franklin,Wisconsin,Central,Technology,Phones,11,15.2,364.8,30
149,2022-05-18,Standard Class,Corporate,Franklin,Wisconsin,Central,Technology,Phones,3,7.5,142.5,10
150,2022-01-23,Standard Class,Corporate,Franklin,Wisconsin,Central,Furniture,Chairs,8,58.5,1891.5,370
151,2023-08-21,Standard Class,Corporate,Franklin,Wisconsin,Central,Office Supplies,Binders,5,6.8,163.2,20
152,2023-08-31,First Class,Home Office,Scottsdale,Arizona,West,Office Supplies,Appliances,5,8,152,20
153,2022-10-25,First Class,Home Office,Scottsdale,Arizona,West,Technology,Phones,2,4,196,40
154,2022-10-07,First Class,Corporate,San Jose,California,West,Office Supplies,Paper,7,2.4,57.6,10
155,2023-03-25,First Class,Corporate,San Jose,California,West,Office Supplies,Paper,4,4.4,105.6,10
156,2023-03-27,First Class,Corporate,San Jose,California,West,Office Supplies,Storage,6,3.2,76.8,20
157,2022-05-03,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Art,3,0.3,9.7,0
158,2022-05-18,Second Class,Consumer,Seattle,Washington,West,Furniture,Chairs,2,9.2,450.8,80
159,2022-04-25,Standard Class,Consumer,Edmond,Oklahoma,Central,Office Supplies,Labels,2,0.3,9.7,0
160,2022-06-30,Standard Class,Consumer,Edmond,Oklahoma,Central,Technology,Phones,7,47,893,70
161,2022-01-10,First Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,1,0.4,9.6,0
162,2023-11-27,Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,2,2.5,47.5,10
163,2022-02-16,Standard Class,Consumer,Carlsbad,New Mexico,West,Office Supplies,Envelopes,5,1.2,28.8,0
164,2022-08-14,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,2,0.9,29.1,10
165,2023-10-14,Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Art,3,0.5,9.5,0
166,2022-10-16,Standard Class,Consumer,San Antonio,Texas,Central,Technology,Machines,8,326.4,7833.6,1310
167,2022-11-20,Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Storage,3,11.2,268.8,30
168,2023-11-04,Standard Class,Consumer,San Antonio,Texas,Central,Furniture,Chairs,9,69.6,1670.4,120
169,2023-06-16,Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Art,6,1.2,28.8,0
170,2022-10-20,Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Appliances,5,3.6,176.4,30
171,2022-07-12,Standard Class,Consumer,San Antonio,Texas,Central,Technology,Phones,3,7,133,20
172,2022-01-28,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,3,0.4,19.6,0
173,2023-10-10,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,2,4.4,105.6,10
174,2022-10-05,Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,7,6.8,333.2,50
175,2023-01-02,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,2,2,48,0
176,2023-04-07,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Labels,4,1,19,0
177,2022-04-21,Second Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,4,2,98,10
178,2023-10-28,Second Class,Consumer,Newark,Ohio,East,Furniture,Chairs,7,20,380,30
179,2022-04-18,Second Class,Consumer,Newark,Ohio,East,Office Supplies,Supplies,5,0.6,19.4,0
180,2022-03-08,Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,1,0,0,0
181,2023-06-08,Second Class,Corporate,Decatur,Illinois,Central,Office Supplies,Storage,2,1,19,0
182,2022-06-25,Second Class,Corporate,Decatur,Illinois,Central,Technology,Accessories,7,12.3,397.7,30
183,2022-01-10,Second Class,Home Office,Monroe,Louisiana,South,Technology,Phones,4,25,475,30
184,2023-10-17,Second Class,Home Office,Monroe,Louisiana,South,Technology,Phones,5,3,147,10
185,2023-02-23,Second Class,Home Office,Monroe,Louisiana,South,Technology,Accessories,2,1.5,28.5,0
186,2022-10-19,Standard Class,Consumer,Fairfield,Connecticut,East,Office Supplies,Binders,2,0.2,9.8,0
187,2022-08-22,Standard Class,Home Office,Los Angeles,California,West,Technology,Accessories,8,5.4,174.6,20
188,2023-10-11,Standard Class,Corporate,Grand Prairie,Texas,Central,Office Supplies,Storage,3,1.6,38.4,0
189,2022-12-06,Standard Class,Corporate,Grand Prairie,Texas,Central,Office Supplies,Paper,3,0.6,19.4,0
190,2023-12-09,First Class,Home Office,New York City,New York,East,Furniture,Bookcases,4,27,873,80
191,2022-07-12,First Class,Home Office,New York City,New York,East,Technology,Phones,6,2.8,67.2,10
192,2022-06-23,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,8,2.5,47.5,0
193,2023-11-04,First Class,Home Office,New York City,New York,East,Furniture,Bookcases,3,12.6,617.4,110
194,2022-11-11,First Class,Home Office,New York City,New York,East,Office Supplies,Art,5,0.6,19.4,0
195,2023-01-07,Standard Class,Corporate,Redlands,California,West,Office Supplies,Envelopes,7,0.2,9.8,0
196,2022-10-26,Standard Class,Consumer,Hamilton,Ohio,East,Office Supplies,Art,2,0.5,9.5,0
197,2023-11-03,Standard Class,Consumer,Hamilton,Ohio,East,Office Supplies,Art,3,0.2,9.8,0
198,2023-03-05,Standard Class,Home Office,Westfield,New Jersey,East,Office Supplies,Storage,3,2.5,47.5,10
199,2022-12-21,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2,0,0,0
200,2022-06-16,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,3,0.4,19.6,0
201,2022-12-11,Standard Class,Consumer,Akron,Ohio,East,Office Supplies,Paper,3,1,19,0
202,2022-07-13,First Class,Consumer,Denver,Colorado,West,Furniture,Tables,2,6.6,213.4,20
203,2022-12-31,First Class,Consumer,Denver,Colorado,West,Office Supplies,Appliances,1,0,0,0
204,2022-03-12,Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Appliances,2,1.4,68.6,10
205,2023-10-14,Standard Class,Corporate,Franklin,Tennessee,South,Furniture,Furnishings,7,1.2,38.8,0
206,2023-07-10,Standard Class,Consumer,Whittier,California,West,Technology,Phones,4,13.2,426.8,70
207,2023-12-01,Standard Class,Consumer,Saginaw,Michigan,Central,Office Supplies,Storage,4,3.2,76.8,10
208,2023-08-08,Standard Class,Consumer,Saginaw,Michigan,Central,Technology,Phones,2,3.9,126.1,10
209,2022-08-19,Standard Class,Consumer,Saginaw,Michigan,Central,Office Supplies,Binders,4,0.6,19.4,0
210,2023-12-30,Standard Class,Consumer,Saginaw,Michigan,Central,Office Supplies,Fasteners,9,1,49,0
211,2022-07-17,Standard Class,Consumer,Saginaw,Michigan,Central,Office Supplies,Storage,1,4.5,85.5,10
212,2023-10-07,Second Class,Corporate,Dallas,Texas,Central,Technology,Accessories,2,0.8,19.2,0
213,2023-04-22,Standard Class,Corporate,Medina,Ohio,East,Office Supplies,Labels,2,0.8,19.2,0
214,2023-04-22,Standard Class,Corporate,Medina,Ohio,East,Furniture,Bookcases,5,22.5,427.5,60
215,2023-11-20,Standard Class,Corporate,Medina,Ohio,East,Technology,Phones,3,1.8,58.2,10
216,2023-03-31,Standard Class,Corporate,Medina,Ohio,East,Technology,Machines,9,47.6,1142.4,150
217,2022-08-29,Standard Class,Corporate,Medina,Ohio,East,Technology,Accessories,2,4.5,85.5,10
218,2022-05-06,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,6,2.7,87.3,10
219,2023-08-10,Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,3,12,288,50
220,2023-04-24,First Class,Consumer,Dublin,Ohio,East,Office Supplies,Fasteners,2,0.2,9.8,0
221,2022-03-24,First Class,Consumer,Dublin,Ohio,East,Office Supplies,Paper,6,0.8,19.2,0
222,2023-03-26,First Class,Consumer,Dublin,Ohio,East,Office Supplies,Binders,4,0.6,19.4,0
223,2022-04-18,First Class,Consumer,Dublin,Ohio,East,Furniture,Furnishings,4,2.1,67.9,10
224,2023-03-17,First Class,Consumer,Dublin,Ohio,East,Technology,Machines,4,19.2,460.8,70
225,2023-11-19,First Class,Consumer,Dublin,Ohio,East,Office Supplies,Art,2,1.2,28.8,0
226,2023-11-18,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Art,1,0,0,0
227,2023-04-22,Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Tables,5,12.4,607.6,110
228,2022-04-22,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Storage,1,0.6,19.4,0
229,2022-02-17,Standard Class,Consumer,Columbia,Tennessee,South,Furniture,Chairs,2,3.2,156.8,30
230,2023-10-02,Standard Class,Consumer,Columbia,Tennessee,South,Furniture,Chairs,8,7.8,382.2,30
231,2023-07-21,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Binders,7,1,19,0
232,2023-01-18,Standard Class,Home Office,Tampa,Florida,South,Furniture,Tables,2,9.2,220.8,20
233,2023-10-19,Standard Class,Home Office,Tampa,Florida,South,Furniture,Tables,3,24.8,595.2,110
234,2023-09-13,Standard Class,Home Office,Tampa,Florida,South,Office Supplies,Binders,2,0.2,9.8,0
235,2023-11-10,Standard Class,Home Office,Tampa,Florida,South,Furniture,Furnishings,3,13,247,10
236,2023-11-26,Standard Class,Home Office,Tampa,Florida,South,Technology,Accessories,3,24.8,595.2,120
237,2022-01-02,Standard Class,Corporate,Santa Clara,California,West,Office Supplies,Paper,2,0.4,9.6,0
238,2022-01-19,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,5,1.2,28.8,0
239,2023-12-13,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,5,8.4,411.6,80
240,2023-01-20,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,3,0.2,9.8,0
241,2023-04-25,Second Class,Consumer,Chicago,Illinois,Central,Technology,Phones,2,0.9,29.1,0
242,2023-05-27,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,5,5.4,174.6,30
243,2022-11-08,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,3,0,0,0
244,2022-01-08,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Art,2,0.3,9.7,0
245,2022-04-20,Second Class,Home Office,Lakeville,Minnesota,Central,Furniture,Chairs,7,40,1960,380
246,2022-11-09,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Storage,2,6.8,163.2,20
247,2023-04-29,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,6,2.5,47.5,10
248,2023-04-28,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Appliances,5,75,1425,120
249,2022-09-26,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,4,0.9,29.1,10
250,2023-08-18,Second Class,Consumer,San Francisco,California,West,Furniture,Chairs,2,16,304,20
251,2023-09-19,Standard Class,Consumer,San Diego,California,West,Office Supplies,Paper,1,0.3,9.7,0
252,2022-05-28,Standard Class,Consumer,San Diego,California,West,Technology,Accessories,13,134,3216,300
253,2022-04-03,First Class,Consumer,New York City,New York,East,Office Supplies,Storage,6,4,76,10
254,2022-04-18,First Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,4,14.4,345.6,30
255,2022-12-25,Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,9,0.2,9.8,0
256,2022-11-26,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,2,1.6,78.4,10
257,2022-04-25,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,5,1,49,10
258,2023-04-08,Standard Class,Corporate,Chicago,Illinois,Central,Technology,Phones,6,26,624,60
259,2022-02-10,Second Class,Consumer,New York City,New York,East,Technology,Accessories,3,1,19,0
260,2022-10-20,Second Class,Consumer,New York City,New York,East,Office Supplies,Storage,3,8.8,211.2,40
261,2022-06-11,Second Class,Consumer,New York City,New York,East,Office Supplies,Binders,5,1,19,0
262,2023-08-29,Standard Class,Corporate,Pasadena,Texas,Central,Office Supplies,Appliances,2,0,0,0
